"","res45thawed_frozen.rownames","res45thawed_frozen.log2FoldChange","res45thawed_frozen.padj","res45thawing_frozen.log2FoldChange","res45thawing_frozen.padj"
"81","L03F6155",0.262562856018632,0.160295623718342,0.263559085803146,0.157707426262716
"82","L03F6156",0.483475176599249,0.0543302085934498,0.722218282785972,0.00149985342919383
"83","L03F6157",0.712368769354254,0.175951285723255,0.71341508063392,0.167908218576648
"84","L03F6158",-0.509952301048046,0.661407633427498,-0.965890505870576,0.300739031144286
"85","L03F6159",-1.52647294511654,0.213352745640162,-1.7343073502813,0.178734173034931
"86","L03F6160",-2.4648869011254,0.022135027267086,-0.876834325911364,0.406761119949336
"87","L03F6161",1.8224081372731,NA,0,NA
"88","L03F6162",3.22399608275006,0.0187612523650502,6.32007904585485,3.17963065201364e-09
"89","L03F6163",0.864398113769832,NA,-0.317481715999453,NA
"90","L03F6164",0.755304202918822,0.425556794445251,0.21716242223571,0.821238141728484
"91","L03F6165",-1.13403522135035,0.409758129486064,0.512237517492887,0.660919363368108
"92","L03F6166",-0.235585781638897,0.906688097843797,1.2443434722079,0.300739031144286
"93","L03F6167",2.74076512365733,NA,2.07972991216616,NA
"94","L03F6168",-0.207338383853236,NA,0,NA
"95","L03F6169",0.440076569524143,0.661407633427498,0.641933711318653,0.376770184696484
"96","L03F6170",0.960906011427712,0.202226029629395,0.933047086313537,0.185492778184305
"97","L03F6171",1.82012555436923,0.214030332019068,2.03062189958672,0.15812495551368
"98","L03F6172",-1.82885504964156,NA,-0.317480530421404,NA
"99","L03F6173",0,NA,0,NA
"100","L03F6174",0,NA,0,NA
"101","L03F6175",-0.993132971536108,NA,0.489288260903844,NA
"102","L03F6176",-2.39046848731542,0.0790649409279421,-2.04448974502574,0.164703403051045
"103","L03F6177",-2.45144765197789,NA,-1.49045661733417,NA
"104","L03F6178",-3.35868179487128,NA,-1.84728775977912,NA
"105","L03F6179",-2.43855302033453,0.0947228019155217,-1.57259290659581,0.286941771829427
"106","L03F6180",-0.890741906397373,0.689421268236916,-1.55908798796056,0.40461378553075
"107","L03F6181",-0.207338385209098,NA,0,NA
"108","L03F6182",-1.79712339203496,0.151857150246668,-2.86933363872723,0.0382416254443455
"109","L03F6183",-2.72256407523864,0.00170983291878903,-2.73331487825041,0.00484910703540811
"110","L03F6184",0,NA,0,NA
"111","L03F6185",-0.0244269223514411,0.99765580157463,0,1
"112","L03F6186",-1.82884096087517,NA,1.27091414287974,NA
"113","L03F6187",-1.82884095560923,NA,-0.317466436389061,NA
"114","L03F6188",-2.58219708928796,NA,-1.97761324292232,NA
"115","L03F6189",-1.02342463436895,0.760659108390123,-0.802160940984717,NA
"116","L03F6190",-1.82884095560923,NA,-0.31746643638906,NA
"117","L03F6191",0,NA,0,NA
"118","L03F6192",-2.4768382730846,NA,-0.96546375386444,NA
"119","L03F6193",-3.3524587569514,NA,-2.70241707624371,NA
"120","L03F6194",-0.998769157731715,NA,-0.31747933349612,NA
"121","L03F6195",-1.82463333972605,0.425556794445251,-1.638116202864,0.427847736612901
"122","L03F6196",-0.114818286599612,0.802288669962304,-0.02679658578891,0.941219936253784
"123","L03F6197",0.343727746404077,0.552808724837835,0.231533561645084,0.627102552971555
"124","L03F6198",-1.8360440626775,0.179232617519366,-2.34558512340592,0.148687524870049
"125","L03F6199",-2.51299548975237,NA,-1.79696027827454,NA
"126","L03F6200",-0.470861696548695,0.885147207783198,-2.98818472707631,NA
"127","L03F6201",0,NA,1.31716869787054,NA
"128","L03F6202",-3.43411053825588,NA,-1.92271466198387,NA
"129","L03F6203",0,NA,0,NA
"130","L03F6204",0,NA,0,NA
"131","L03F6205",-0.988856865958775,0.689421268236916,-1.76530950072436,0.40461378553075
"132","L03F6206",0.36738301493518,0.79178134621398,0.828348584378749,0.418139878711097
"133","L03F6207",0.41203219582245,0.00900357698141626,0.294191659096155,0.0964230997320841
"134","L03F6208",-0.0882240408941604,0.909902772871747,-0.108975271589761,0.842077033827849
"135","L03F6209",0.128863571546382,NA,0.578021993486862,NA
"136","L03F6210",0.419593525705422,0.909902772871747,-0.337023023752504,0.909561177751837
"137","L03F6211",-0.539608962959822,0.756519528735101,1.10294997091033,0.300739031144286
"138","L03F6212",-4.25473890736665,0.0392612739136536,-2.79011039813008,0.179261078630954
"139","L03F6213",-2.26075982496299,0.00170983291878903,-2.51787368728837,0.00149985342919383
"140","L03F6214",-2.37709428982477,0.425556794445251,-2.44001290315131,NA
"141","L03F6215",0.390088402304904,0.885147207783198,0.667336736266265,0.720792815640365
"142","L03F6216",-2.24199049708759,NA,-1.57179643024367,NA
"143","L03F6217",0,NA,1.45639196881381,NA
"144","L03F6218",-0.0244269222940055,NA,0,NA
"145","L03F6219",-0.993366097338432,NA,-0.317482100532147,NA
"146","L03F6220",-0.0244269222940055,NA,0,NA
"147","L03F6221",-0.0244269223242772,NA,0,NA
"148","L03F6222",2.10514502810113,0.511059716521279,2.12176770260845,NA
"149","L03F6223",-0.0244273940508586,NA,0,NA
"150","L03F6224",2.00671733303974,0.0724187702368128,2.57024238113048,0.0109599469419921
"151","L03F6225",1.66209054932796,0.313298814481018,1.70874087077446,0.238625818111
"152","L03F6226",-0.953946708491872,0.760659108390123,-0.533810820822758,NA
"153","L03F6227",-0.0353407644036853,NA,1.44800936823714,NA
"154","L03F6228",0.465040864762459,NA,0,NA
"155","L03F6229",-0.0304511362458138,NA,2.09024702850298,NA
"156","L03F6230",0,NA,0,NA
"157","L03F6231",0,NA,1.45639196884271,NA
"158","L03F6232",-0.207338384287734,NA,0,NA
"159","L03F6233",-0.183444834701727,0.891391148365027,-0.0340935200717372,0.974885739803776
"160","L03F6234",-0.233990367767986,0.909902772871747,-0.960184508083337,0.600107494553808
"161","L03F6235",1.03037621913693,0.760659108390123,1.19882697422231,NA
"162","L03F6236",-0.853064712601421,0.33330093691266,-1.65216207320801,0.0382416254443455
"163","L03F6237",-1.26621923058726,0.313298814481018,-1.87851420726573,0.15812495551368
"164","L03F6238",-1.0433342507623,0.423915124902134,-1.48699612914249,0.18969288613623
"165","L03F6239",-0.20733838468095,NA,0,NA
"166","L03F6240",-1.17126076538357,0.277627258647386,-1.36706451355778,0.185492778184305
"167","L03F6241",1.19168389423882,0.760659108390123,0.0663861311115123,NA
"168","L03F6242",0.275965935228027,0.885147207783198,-0.674483124132888,0.64953691038385
"169","L03F6243",-0.84439638895408,NA,-0.211185338379878,NA
"170","L03F6244",-0.207338386805537,NA,0,NA
"171","L03F6245",-0.593409792310555,0.885147207783198,-1.53351856702736,0.622032288378489
"172","L03F6246",-0.0915262663417725,0.986392816754789,-1.46146151801381,0.623841155248503
"173","L03F6247",1.02700851734131,0.760659108390123,0.750777501884382,NA
"174","L03F6248",0.738851065072878,0.661407633427498,-0.415887377555065,0.800989636576332
"175","L03F6249",0.552712208632047,NA,-1.63238915218277,NA
"176","L03F6250",2.02576868198501,NA,2.33247619218809,NA
"177","L03F6251",-1.40885674800068,0.440736911695457,-1.40874763586196,0.40461378553075
"178","L03F6252",-1.27010145062216,NA,-0.56495394879309,NA
"179","L03F6253",-0.765535359881653,NA,-0.317479089296913,NA
"180","L03F6254",-0.06748163828658,0.986392816754789,-0.755582253085285,0.64953691038385
"181","L03F6255",-0.408581945705671,NA,-0.377930834583299,NA
"182","L03F6256",0.0412991660786743,0.986392816754789,0.175908985300791,0.909561177751837
"183","L03F6257",-0.771060921697489,0.760659108390123,-1.00174441539389,0.623841155248503
"184","L03F6258",-1.19132404485724,NA,-0.85334828451544,NA
"185","L03F6259",0,NA,0,NA
"186","L03F6260",-0.207338390363398,NA,0,NA
"187","L03F6261",1.79525365795766,NA,2.16403639840053,NA
"188","L03F6262",-0.148917756551298,NA,-0.317482318931021,NA
"189","L03F6263",0,NA,0,NA
"190","L03F6264",-0.207338383185313,NA,0,NA
"191","L03F6265",0,NA,0,NA
"192","L03F6266",-0.207338383955569,NA,0,NA
"193","L03F6267",2.27722357529127,NA,0,NA
"194","L03F6268",2.03741794261744,NA,0.466388449736687,NA
"195","L03F6269",0.0747919347581545,0.986392816754789,1.27404624064954,0.603110406934948
"196","L03F6270",-0.198440383449101,NA,0,NA
"197","L03F6271",1.62072084837781,0.661407633427498,1.05662298885869,NA
"198","L03F6272",-0.687338024145725,NA,0.449192558091386,NA
"199","L03F6273",2.28644332581616,NA,0,NA
"200","L03F6274",-0.207338385208878,NA,0,NA
"201","L03F6275",-0.534912807528636,0.79178134621398,-0.701582070551671,0.647311575662356
"202","L03F6276",-0.108672990647614,NA,0.666774619029185,NA
"203","L03F6277",0.101993050862729,0.79178134621398,0.243523505590301,0.396413837059854
"204","L03F6278",-1.55816013008316,0.0277901232527841,-1.57293285040783,0.0314586568868422
"205","L03F6279",0,NA,0,NA
"206","L03F6280",0,NA,0,NA
"207","L03F6281",0.46494014157094,NA,0,NA
"208","L03F6282",0.615473600026958,NA,0.494172729316611,NA
"209","L03F6283",0,NA,0,NA
"210","L03F6284",0,NA,0,NA
"211","L03F6285",0,NA,0,NA
"212","L03F6286",-1.52777142086963,0.202226029629395,-2.48485520769534,0.0382416254443455
"213","L03F6287",-0.0244269223076635,NA,0,NA
"214","L03F6288",-2.43940775722979,0.277627258647386,-2.7116236773986,0.193624470518235
"215","L03F6289",0.0384037690225601,0.986392816754789,-1.48390220502433,0.40461378553075
"216","L03F6290",0.344618988557391,0.916006459998094,-0.599311655831159,0.82496153010173
"217","L03F6291",0.195762195381944,NA,0,NA
"218","L03F6292",-0.198153655678447,0.923660132901202,-2.12851311101519,0.185492778184305
"219","L03F6293",1.07860094313419,0.689421268236916,-0.712192993039087,0.788316939311001
"220","L03F6294",0.835178284004582,0.760659108390123,-0.539723092215859,0.821238141728484
"221","L03F6295",-1.44710929378334,0.449408753870001,-2.25118990447959,0.18969288613623
"222","L03F6296",-1.03771394197667,NA,1.46135031248699,NA
"223","L03F6297",-2.98531655826479,0.0947228019155217,-3.61389162771384,0.0629768121985651
"224","L03F6298",0,NA,0,NA
"225","L03F6299",0.819042544826282,0.639638149199411,0.440025162845771,0.788316939311001
"226","L03F6300",0,NA,0,NA
"227","L03F6301",-2.77754744792253,NA,-1.92591683970201,NA
"228","L03F6302",0.694758639987502,0.986392816754789,6.3490119304893,NA
"229","L03F6303",-0.866200847310275,0.425556794445251,-0.676837820259056,0.525301872462278
"230","L03F6304",1.97935635537636,NA,2.77462514031568,NA
"231","L03F6305",0.288967716524326,0.885147207783198,0.369618205185861,0.819174693849299
"232","L03F6306",0.780535891125593,NA,-1.13038274339334,NA
"233","L03F6307",0.69395371409629,0.812274994541409,0.929423123519416,NA
"234","L03F6308",0,NA,0,NA
"235","L03F6309",0,NA,0,NA
"236","L03F6310",0,NA,0,NA
"237","L03F6311",-1.02913009542817,NA,1.0775401686492,NA
"238","L03F6312",0,NA,0,NA
"239","L03F6313",0,NA,0,NA
"240","L03F6314",-1.480230692187,0.661407633427498,-0.952559110885884,NA
"241","L03F6315",0,NA,0,NA
"242","L03F6316",0,NA,0,NA
"243","L03F6317",-1.01417021911781,NA,0.362087256865996,NA
"244","L03F6318",0,NA,0,NA
"245","L03F6319",-0.213389878037022,0.909902772871747,-0.920173991560969,0.53809331797524
"246","L03F6320",0,NA,0,NA
"247","L03F6321",1.75028045085214,NA,0.443274132176167,NA
"248","L03F6322",0.465004991260345,NA,1.75222556815598,NA
"249","L03F6323",-4.59402097104602,NA,-3.08264645182586,NA
"250","L03F6324",-2.617223189772,NA,-1.10584867055183,NA
"251","L03F6325",-1.09954951233743,0.661407633427498,-1.5694202376907,0.450504210708348
"252","L03F6326",0,NA,0,NA
"253","L03F6327",-0.767831797896274,NA,1.43698056256032,NA
"254","L03F6328",-0.0244269223802478,NA,0,NA
"255","L03F6329",0,NA,0,NA
"256","L03F6330",-2.76536889953446,0.0358465117117808,-2.3696253207456,0.108017438694097
"257","L03F6331",-2.540872638688,0.0995315572693945,-1.7362461995971,0.258901207146165
"258","L03F6332",-1.45738265426778,0.458639868712704,-3.57280968448607,0.0964230997320841
"259","L03F6333",0,NA,0,NA
"260","L03F6334",0,NA,0,NA
"261","L03F6335",0.940825602410229,0.595039381182009,3.27463505133572,0.00591638036598939
"262","L03F6336",0,NA,0,NA
"263","L03F6337",-0.207338382415072,NA,0,NA
"264","L03F6338",0,NA,0,NA
"265","L03F6339",-2.61722162223194,NA,-1.10584710301177,NA
"266","L03F6340",0.882310630559686,NA,1.33565755952367,NA
"267","L03F6341",0,NA,0,NA
"268","L03F6342",0,NA,0,NA
"269","L03F6343",0,NA,0,NA
"270","L03F6344",-0.941877751022032,0.160295623718342,-0.961828989857074,0.15812495551368
"271","L03F6345",-1.8951670387001,NA,-0.248521988112634,NA
"272","L03F6346",-0.986185582563403,NA,0.494633308474337,NA
"273","L03F6347",1.23357904442074,0.28635568574352,1.440016516416,0.178734173034931
"274","L03F6348",-1.7045063854451,0.404453620421859,-1.42209325493897,NA
"275","L03F6349",0,NA,0,NA
"276","L03F6350",-0.196563338014456,0.629486758279046,-0.00134634989634069,1
"277","L03F6351",-0.213822932353049,0.409758129486064,0.10856878751094,0.627102552971555
"278","L03F6352",0.955700869169684,NA,0,NA
"279","L03F6353",-0.0325566110642145,0.986392816754789,0.256428726198413,0.842077033827849
"280","L03F6354",-0.932994139695361,0.449408753870001,-1.60925706388283,0.15812495551368
"281","L03F6355",-0.437249258083485,0.760659108390123,-0.151573685101999,0.902231112779045
"282","L03F6356",NA,NA,NA,NA
"283","L03F6357",NA,NA,NA,NA
"284","L03F6358",NA,NA,NA,NA
"285","L03F6359",NA,NA,NA,NA
"286","L03F6360",NA,NA,NA,NA
"287","L03F6361",NA,NA,NA,NA
"288","L03F6362",NA,NA,NA,NA
"289","L03F6363",NA,NA,NA,NA
