"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"L03F6075",0.620201618068887,-1.82904288906757,2.08734114624578,-0.876254891231951,0.380891481749525,1
"L03F6076",91.1464948019184,0.0785172560386548,0.195588223366099,0.401441634303756,0.688095001505259,1
"L03F6077",2.83465807364218,-1.50076006023961,0.823437832096113,-1.8225541768215,0.0683709412202031,1
"L03F6078",29.964350489624,-0.351340290166323,0.50436939755019,-0.696593195132069,0.486057415664725,1
"L03F6079",23.7761979655437,0.896703164009828,1.19038875266288,0.753285984938888,0.451278078866443,1
"L03F6080",0.0126096019526803,0,8.31869170886113,0,1,1
"L03F6081",0.0598289343445374,0,8.31869170885521,0,1,1
"L03F6082",14.8963473568135,-0.504155898634288,0.521733896319678,-0.966308499774721,0.333889834123447,1
"L03F6083",7.30932339549917,-0.219118800562,0.60110800859761,-0.364524839842354,0.715466128375461,1
"L03F6084",3.74695020004084,0.2187353593469,0.792875451378221,0.275876064729564,0.782643258353075,1
"L03F6085",15.6380983628696,0.267128834070913,0.981692372878935,0.272110532230707,0.785537031455301,1
"L03F6086",1.31424647534424,-0.714308422704291,1.92336668980839,-0.371384420084477,0.710351228123972,1
"L03F6087",190.567889425436,0.757534431711678,0.56866859129262,1.33211934562757,0.182820974239647,1
"L03F6088",0.108775057811797,1.73004887570812,8.31869170886112,0.20797126955255,0.835251400443081,1
"L03F6089",130.596779378784,-0.0468118928279173,0.223212974829759,-0.209718511496117,0.833887376730316,1
"L03F6090",63.4253986936977,0.0800720379879893,0.317012222088499,0.252583441295951,0.800590127127083,1
"L03F6091",0.674545220093488,0.186597710812876,1.6958208319092,0.110033859297977,0.912382522106512,1
"L03F6092",2.13593497742771,-0.239986129610255,0.962258377517515,-0.249398846731149,0.80305227714669,1
"L03F6093",0.728519678215106,2.37794364112504,2.47997821983662,0.958856663378964,0.337630959101087,1
"L03F6094",0.262593676086015,0.0469658455419677,3.60774580157277,0.0130180584013134,0.989613385560446,1
"L03F6095",0.241023475568918,0,4.94669878707495,0,1,1
"L03F6096",185.02212215736,-0.246526809420792,0.245418357333432,-1.00451658180506,0.315129682787211,1
"L03F6097",0.0152171153062839,0,8.31869170886112,0,1,1
